"","suma opoznien","ilosc lotow","średnio opóźnień (w minutach) na lot "
"2003",32578047,6305120,5.16691942421397
"2004",53704537,6936819,7.74195448951457
"2005",59068495,6946828,8.50294479725135
"2006",68875698,6945355,9.916800221155
"2007",80903035,7262418,11.1399584821474
"2008",25820072,2321452,11.1223803033619
