"","suma opoznien","ilosc lotow","średnio opóźnień (w minutach) na lot "
"2003",32635605,6306488,5.17492541014904
"2004",53954290,6943427,7.7705562397358
"2005",59258909,6959459,8.514872923312
"2006",69014863,6954187,9.9242173096582
"2007",80931534,7263123,11.1428009686742
"2008",25832598,2328447,11.0943465752066
