"","suma opoznien","ilosc lotow","średnio opóźnień (w minutach) na lot "
"2003",1065325,213578,4.9879903360833
"2004",1684250,233967,7.19866476896314
"2005",1997157,235960,8.46396423122563
"2006",2768053,238728,11.5950077075165
"2007",2164956,244527,8.85364806340404
"2008",772970,79091,9.77317267451417
