"","odwolane","nieodwolane","[,1]/[,2] %"
"2003",100756,6205732,1.62359573375067
"2004",126976,6816451,1.86278754149337
"2005",132882,6826577,1.94653923921169
"2006",121323,6832864,1.77558048865015
"2007",160048,7103075,2.25322131612013
"2008",64096,2264351,2.83065655457127
