"","suma opoznien","ilosc lotow","średnio opóźnień (w minutach) na lot "
"2003",942774,183420,5.13997383055283
"2004",1553604,192451,8.07272500532603
"2005",1711253,193768,8.8314530779076
"2006",1981549,196567,10.0807816164463
"2007",2224830,190797,11.6607179358166
"2008",766889,67765,11.3168892496126
