"","odwolane","nieodwolane","[,1]/[,2] %"
"2003",2818,210760,1.33706585689884
"2004",4485,229482,1.95440165241718
"2005",4178,231782,1.80255584989343
"2006",5195,233533,2.22452501359551
"2007",9048,235479,3.8423808492477
"2008",1764,77327,2.28122130691738
